id,SalePrice
2658,156145.04253302794
2718,218004.47947824956
2414,180638.45293358364
1989,120359.77206130163
625,162488.5441617833
333,96767.08702468616
1327,127114.36982446397
858,184803.53877877304
95,220287.0179769285
1568,157384.4976671785
2482,161765.14121217118
1364,129267.55625462439
2584,155840.9235847462
818,251263.91994195082
2673,188611.06945700874
2089,148461.63954950473
1297,132589.97334851534
790,110034.86395561462
2616,229872.8674801183
720,168600.40748479636
222,151548.20721305837
557,114771.53649232513
1148,204643.4559267934
2766,159278.5750101013
534,183127.2036884057
1452,139705.05221599783
630,169670.39226071048
2648,149002.27287378605
125,121792.21965405438
1904,26283.37191446044
1670,125499.41729266592
756,88356.42977994471
717,270456.63251099153
1032,160498.57563775056
852,211238.0007557578
1731,168735.84949743142
2639,139736.41188250552
2071,120766.9169955873
1267,133255.5219253034
1851,218391.77676572208
567,179214.58536930522
2439,205303.2828659683
1898,177279.28193586576
647,176270.14232634846
2256,227578.95468619093
979,122148.21422679024
1444,212996.89437697735
2485,118452.3235864013
157,131792.34211703483
88,101661.0328911317
2003,85090.6475884394
186,222296.5374337493
1425,241853.09700300195
2695,136766.2736750273
738,101805.64059929946
395,155510.81906496594
1353,151839.69074885314
1878,159458.03943115962
390,144686.68178264447
1456,230220.25721307658
1103,327436.5164277442
1387,106719.67789309355
2070,137183.9480104274
1199,169181.09805554035
2479,168470.94152173144
501,320645.27104887925
2362,81807.011048774
1718,264426.97431019903
2188,83068.98302851198
1483,143999.47092096624
2557,94507.82645044941
437,333937.4587643717
2224,204971.5291086901
1628,166106.49812786444
397,132134.59794005682
587,205901.4707954079
971,211274.88867588947
2611,140553.69660148514
1887,105683.78400622495
2399,329772.85040253936
2148,199789.92077164236
304,119678.15620807349
1997,127686.90242204512
2817,141732.22929152334
1431,173849.60968896816
427,380035.9850126486
263,139165.2189157831
598,155348.13347621448
2895,258282.59654132766
687,146204.33686869964
1822,135717.79065916105
2191,149488.42166999145
179,123650.27205451042
1009,248944.6217230789
2010,127263.92859376501
1991,123429.82959602587
1411,158695.24689070275
1721,282443.8446004782
1144,183890.292950799
593,173649.68131571938
575,282417.54229942965
1249,195596.85451186984
1604,116917.26461932622
1064,397332.83452970046
1923,127016.92025140743
1988,95438.64887717739
2325,171865.88655296178
114,199986.2947913946
