id,SalePrice
2658,118354.19068622589
2718,144687.95812177658
2414,217112.85637903214
1989,116484.04577445984
625,181123.49608182907
333,88929.18129205704
1327,108653.81376123428
858,142492.4371562004
95,176296.77489042282
1568,159984.85888957977
2482,132832.50283288956
1364,122957.40711402893
2584,143067.7861084938
818,274643.15710639954
2673,148635.7633972168
2089,93887.0308675766
1297,157379.51169586182
790,112826.06271839142
2616,206947.92870473862
720,320344906.2961154
222,148641.49101352692
557,126222.25734758377
1148,174637.3041563034
2766,22318612.22523117
534,171251.43836402893
1452,120661.90076351166
630,114507.08897590637
2648,137059.32822608948
125,169642.71019887924
1904,74104.40656328201
1670,107462.60770559311
756,95703.30100822449
717,218828.83075332642
1032,141138.12492322922
852,211903.97318458557
1731,186669.0690817833
2639,117219.81578493118
2071,106794.0359992981
1267,118020.7053771019
1851,197139.1053466797
567,166621.58890628815
2439,201157.07538461685
1898,149921.3982682228
647,155299.52996873856
2256,186900.33323049545
979,101652.8757777214
1444,214928.67986917496
2485,135732.2118601799
157,137299.9996395111
88,127614.33222723007
2003,112636.2715921402
186,181951.2856941223
1425,224778.80965089798
2695,129051.1811618805
738,96471.43311452866
395,146550.39509153366
1353,160113.1232600212
1878,134451.90391874313
390,144965.4759144783
1456,227234.3687095642
1103,330802.99836063385
1387,146523.1402554512
2070,480243.04257535934
1199,165576.41528606415
2479,162892.61709833145
501,295231.42719364166
2362,91641.77155637741
1718,210374.92346858978
2188,93088.22294187546
1483,146175.1934747696
2557,86202.40209436417
437,355160.88183021545
2224,201342.38757705688
1628,154657.4142384529
397,138138.15064430237
587,195040.84022808075
971,135395.02051115036
2611,138063.73063898087
1887,92859.06027936935
2399,390425.4259343147
2148,189904.3441991806
304,131958.19752073288
1997,122220.66382741928
2817,96810.79251909256
1431,223670.1190958023
427,379871.2139163017
263,127219.42539024353
598,175716.44562196732
2895,227779.38102769852
687,122710.92393493652
1822,140127.084192276
2191,109253.53231906891
179,116552.35391044617
1009,199516.22737026215
2010,145672.13999843597
1991,141752.76289987564
1411,206448.189347744
1721,226712.54180574417
1144,201746.6798992157
593,212134.9181804657
575,321620.597826004
1249,178162.0198059082
1604,125844.40622282028
1064,516964.57176065445
1923,145415.4081325531
1988,119321.12417173386
2325,171089.7830529213
114,191273.44546079636
2700,186890.59857082367
217,158086.79778814316
343,175246.4394712448
386,212814.38197612762
2005,120617.47078847885
2908,162535.09525442123
1814,231109.99028158188
2446,496403.4101758003
208,131081.01389980316
1679,116387.76924991608
822,363337.3814549446
6,196978.0350522995
1781,395589.27124357224
2397,313963.9647703171
2340,317871.9034705162
1618,173886.54087638855
2843,106413.64123773575
1061,370060.82051706314
2786,109296.2630739212
1935,139375.89257335663
1341,93272.69991397858
521,243276.0811600685
2136,120929.42668104172
996,223228.3144545555
227,141200.7155623436
135,195750.3698940277
1167,167883.21866607666
294,226867.56341457367
1776,205821.2729382515
540,158190.59339427948
1717,213690.32303762436
2303,138950.84211206436
116,179076.3913769722
127,129499.33970832825
1371,-285025583.98952293
1014,628657685.2315617
1507,106237.31807851791
702,103639.1760931015
750,152177.89104890823
261,137572.89594984055
1559,43043.39783620834
577,219587.92884540558
2812,188607.55389118195
2080,161269.9543824196
1368,117218.19258928299
2376,115781.87752437592
659,109924.027074337
1235,139468.0757741928
332,77801.42118215561
1917,128779.7035908699
2094,225133.16369009018
1460,263602.91916561127
1471,230329.9822859764
1509,119007.52456045151
1922,136699.08971595764
433,486862.9029583931
460,296134.2675061226
1116,229059.00351953506
1137,168607.46636486053
53,169975.91361379623
2354,270622.9499487877
1475,189420.89125967026
1761,452260.7705206871
842,148372.3756299019
2739,186936.42106866837
2509,142521.89238739014
1007,192095.66719675064
2610,182599.42455244064
1952,107894.54504346848
2719,150714.47734737396
2921,78254.92557144165
1966,154920.21703577042
292,106459.62575006485
1204,184653.23153209686
1829,253062.24347782135
2419,189550.93233680725
391,135764.37866783142
798,114797.47113990784
481,188889.76953792572
193,208430.15662288666
555,117506.45775270462
899,34267.56248188019
2357,167079.56709194183
328,129444.43439292908
1356,82222.47288274765
1154,101413.12000083923
1730,178039.2273287773
2249,154371.5017414093
1119,268654.83732271194
2856,159879.60739564896
1394,136812.10408830643
2587,123703.85114479065
61,333040.43385362625
2661,179742.21964597702
2711,139641.49883317947
1147,171082.80129003525
757,116349.88244009018
2623,127257.00034427643
2378,138333.27498435974
1413,132171.460501194
1722,202181.85695171356
1112,221768.39051151276
1623,197540.59928560257
1201,203972.0343170166
1513,116576.40528678894
957,394561.01253557205
1171,244837.30866384506
1145,183459.15782880783
2726,219297.74893331528
703,134610.1412615776
760,108400.33316659927
1964,147862.04910326004
2512,166460.87817382812
159,146591.06177425385
1281,166296.33839988708
468,175988.86883735657
290,134912.94656324387
665,99549.84640312195
1463,243060.7917342186
1792,231370.9728178978
923,164363.61965560913
500,290043.3116168976
1408,-13911362.467644215
331,86686.72535848618
170,130288.45967435837
2192,95014.6774802208
2571,194422.17805624008
2314,178352.94776773453
2647,92156.15180444717
422,431281.1886558533
2457,370621.8972415924
1838,199609.05552911758
2805,267284.07877349854
1645,149669.00440979004
1711,306734.36226558685
2825,255364.16802167892
322,362999.622774601
2103,241221.9767150879
342,111473.92841672897
600,121669.31905269623
488,174659.5318160057
1725,310801.6814250946
2246,288051.54641485214
2847,149681.2421784401
806,221089.36927223206
530,229838.19420909882
963,174408.36048460007
2678,95279.19786787033
171,76581.65089464188
2401,440183.9793987274
805,214539.8951382637
2259,260464.90084457397
1748,177341.189204216
1361,135441.09423160553
1677,104853.14205932617
1406,146161.61565208435
2322,254821.37149763107
688,157039.7748594284
143,140534.78005886078
804,208641.68174505234
1214,196550.72626066208
2828,142137.50904273987
1999,177523.3695178032
2467,210478.16420936584
2665,158429.8570137024
1538,367568.2343349457
398,122356.82116031647
2822,142233.57934236526
2157,128933.1245970726
1856,198536.5747551918
1269,97204.95870065689
2570,119331.26599550247
2320,222993.98350667953
1517,141546.29531431198
2304,136103.98028707504
1312,89980.22928190231
2012,131293.53140974045
506,256981.00656938553
2865,250322.03809976578
2367,87315.75363874435
554,91827.48713827133
238,140017.77246952057
1954,100496.78080511093
2488,95297.74698209763
2291,62028.90481185913
1969,113796.00163078308
2725,184670.74831056595
1482,132116.36070728302
2763,198632.2774963379
503,271209.3630795479
1584,240487.94755744934
1531,142761.86964082718
2210,178772.17584133148
459,361643.397233963
556,128113.08367729187
1347,137184.66616487503
1290,65767.04320716858
1388,92053.25924253464
1571,332498.184442997
2754,208366.3987197876
765,136351.00918149948
2494,136654.7826499939
2870,249103.97693824768
7,235140.79923439026
1114,258739.45770406723
2418,257985.74629497528
291,131328.93995428085
18,338183.8579788208
39,402946.9575572014
1001,278062.5973672867
2442,220933.57245349884
616,104865.98211193085
2680,72600.65361070633
1414,124716.79900550842
289,165358.14762210846
