id,SalePrice
2658,163210.65922854427
2718,171218.02907434013
2414,225600.52526768157
1989,110896.6765586951
625,172459.94472556643
333,95211.50875053153
1327,91065.17209285189
858,134995.19106355065
95,185298.12529963
1568,155322.55036787124
2482,149122.1892740287
1364,125513.89118338528
2584,146216.83311960974
818,260005.2217516327
2673,168707.99860313948
2089,103250.96157709585
1297,164998.9913071039
790,108532.98700599797
2616,234159.8545965837
720,133310.77041802963
222,137585.92826241266
557,118282.6214072996
1148,183848.7414674061
2766,163292.49779937946
534,197497.07141878322
1452,117654.80307969515
630,115774.86154570046
2648,89483.30490425171
125,152637.85108804808
1904,30970.63953409996
1670,107255.08557675825
756,80582.23218292696
717,204982.73523292795
1032,142816.95077927783
852,205830.90527763776
1731,194498.69678156008
2639,129576.50618453813
2071,110098.57758343319
1267,97950.84169481433
1851,170506.46137129713
567,196096.99582417676
2439,203312.02284768224
1898,147957.69620703888
647,160639.7192260619
2256,217721.98867448955
979,96965.4466911063
1444,227365.57382324274
2485,112693.61621512863
157,116984.47849664098
88,122743.58303914173
2003,114102.08018162393
186,192898.98786218342
1425,240319.25979741308
2695,123113.03172858217
738,112599.56998516334
395,138602.77866683045
1353,181051.8071501397
1878,137294.48418892105
390,151581.54809699254
1456,225725.24983744847
1103,347596.3001138982
1387,139800.30816053785
2070,130340.96590229723
1199,189263.8359231655
2479,160866.36328199465
501,295794.9868277647
2362,90024.19451330439
1718,248667.5351717288
2188,56170.08312919253
1483,152842.89654206246
2557,72974.83251651668
437,349314.85001760564
2224,207377.87398026692
1628,164204.25402501255
397,142495.02504905447
587,199363.86269886838
971,162041.70322152396
2611,159639.20070541307
1887,100875.01846641337
2399,347877.7326132502
2148,185373.68767635542
304,125620.71363752277
1997,130058.54044882709
2817,97781.28563905903
1431,181577.32295273367
427,361910.3897138907
263,117008.82498389686
598,187273.53392439656
2895,237807.64466013742
687,119770.74928884872
1822,139858.70078501914
2191,106121.38870403613
179,130939.55982685433
1009,225449.66995754937
2010,133291.9725614456
1991,165053.32970285346
1411,169096.94410589227
1721,262870.0723047407
1144,199088.95908214804
593,224986.31426068826
575,289173.4315661173
1249,177773.8502665257
1604,117003.69375566795
1064,438640.546739872
1923,146663.04105527274
1988,113308.4679255879
2325,178596.8891911721
114,187279.53445228498
2700,180625.4992018747
217,153313.9556380036
343,182917.64290906466
386,194991.04302123876
2005,134183.31642119022
2908,166626.2873373074
1814,223950.4202716265
2446,490782.05466182664
208,148365.64883824
1679,98271.38024373638
822,337623.31700598536
6,201026.9964029793
1781,371497.27577154763
2397,311221.6334527083
2340,340754.4658765274
1618,168394.5127959149
2843,113912.53296207654
1061,366089.7708635891
2786,120140.96877441677
1935,122477.39314880955
1341,104036.20185505133
521,252453.3987125121
2136,113495.25803394266
996,201645.94145119365
227,138277.28076169005
135,184734.36932203738
1167,171617.96597297478
294,245033.74636413413
1776,201974.1305024529
540,150042.78406749375
1717,243423.32983318152
2303,133265.06108707917
116,193884.04454755055
127,110747.63111884025
1371,80607.27729577682
1014,145701.1827274019
1507,124268.1303153658
702,131836.55568689056
750,157960.48467906873
261,155389.06649184204
1559,61061.1673478281
577,217715.643931652
2812,193942.25491103897
2080,163174.49501818698
1368,110032.77124214871
2376,113702.70546584006
659,91734.36743553652
1235,151235.00550490548
332,64316.788729500724
1917,139564.12760312337
2094,209335.98991706962
1460,263075.3939387996
1471,205178.30804512062
1509,126503.23516752379
1922,133782.88143669383
433,485488.6103191749
460,309056.12214486144
1116,249341.3111050499
1137,167831.022361597
53,175588.5541274756
2354,260427.34366120578
1475,185501.10177308263
1761,506592.66932250344
842,140580.73396339786
2739,168338.07180242875
2509,158023.8008258787
1007,194166.17715539108
2610,196913.16607530124
1952,66528.42501277057
2719,186032.03693826898
2921,87736.8926091062
1966,135040.2725968946
292,77817.71651576326
1204,193928.46441867662
1829,239336.4282500198
2419,201101.05888822785
391,135326.9297397738
798,125667.28663530032
481,195648.4608595636
193,219329.281830554
555,109743.03928890021
899,55999.50927093282
2357,155666.53282921144
328,110148.04855902446
1356,94365.2376103184
1154,105154.56225113285
1730,168791.7050597517
2249,133153.97364681907
1119,272856.2817158319
2856,144375.52364013524
1394,141685.29061345465
2587,143582.07212592533
61,307674.3253159654
2661,176273.33192325797
2711,143343.61786035268
1147,185852.52626810473
757,133520.27968505461
2623,90023.58669217443
2378,135558.6797466888
1413,154300.62604293757
1722,250936.15627986362
1112,214641.546095484
1623,196434.56436815538
1201,182052.65622930374
1513,120880.4935542274
957,430178.50158224563
1171,245802.37411244505
1145,179413.9834287772
2726,249649.93381641613
703,150934.41060061677
760,100303.75402985862
1964,131065.48513150949
2512,178531.75746864377
159,149896.48315437196
1281,181844.55249127495
468,179543.9665461043
290,117028.26822953142
665,97446.66330220731
1463,240422.16744702368
1792,232807.90674276004
923,150219.34978728887
500,295383.91315861634
1408,190511.45013094106
331,60085.67181979463
170,139612.87865953712
2192,81666.71879936446
2571,250072.09206597367
2314,183494.55362214736
2647,95133.85553919198
422,426745.90945727966
2457,342897.85641019006
1838,198117.00244373706
2805,249019.43764892808
1645,142186.80338462786
1711,293626.7430168783
2825,226658.74187884887
322,317290.76350429555
2103,249177.8128795938
342,128674.90036926442
600,111138.17291992356
488,175006.51969308523
1725,305085.5209080757
2246,307030.3457246485
2847,159234.74733797705
806,231819.0942187212
530,214254.27694279206
963,178259.815711229
2678,89931.16025730944
171,83854.61270034622
2401,423285.9075259751
805,207325.52766320267
2259,273203.5730120119
1748,176382.45614155207
1361,148336.8743073857
1677,102273.90634032659
1406,128887.8260482467
2322,231739.68735489296
688,168926.51758458186
143,149160.21666735044
804,203570.11176355457
1214,160899.20929610147
2828,172630.49333834695
1999,209867.2177817931
2467,208219.958564921
2665,172734.5373053163
1538,384710.8583688251
398,112601.13176117552
2822,127460.39738382777
2157,153146.14078386105
1856,183867.60215217044
1269,98393.90754019015
2570,136326.34508094343
2320,229743.02257974242
1517,154799.04169870674
2304,113638.86559079151
1312,91229.67585190834
2012,145577.37763401406
506,260561.20324676082
2865,256823.5340002831
2367,90873.34848915302
554,82902.61093933618
238,143680.82485402934
1954,109022.32115572266
2488,143950.29992763145
2291,57877.4237787255
1969,86275.71957761323
2725,191670.4258003506
1482,152842.89654206246
2763,212549.88176046585
503,271373.06964672514
1584,238840.12945290311
1531,151335.68032008398
2210,213995.8419214746
459,365651.97440925316
556,128662.16778788506
1347,141569.31068856316
1290,61139.88923857553
1388,88569.3859092652
1571,356251.5533921193
2754,198605.6875685099
765,131220.68876385508
2494,137992.8287595156
2870,241315.84997293522
7,270086.89292866626
1114,262189.28825870075
2418,258878.7135230046
291,154851.55407287145
18,365667.36732139013
39,401433.0328301964
1001,280596.1071380198
2442,224385.3999261245
616,107854.54959050677
2680,79457.8014490414
1414,127516.85608971113
289,128794.53979364777
40,310349.0285235105
860,121326.1025042425
409,145093.47584391193
673,165954.92803752545
2427,164961.669301145
2036,206877.9592927557
2564,154617.34964271757
642,169089.56329844956
1008,189801.12902282557
1908,163305.75233647221
2519,194814.90055737225
1369,96732.55321559648
2855,185643.7937040385
712,102534.20539049158
1943,70406.00283472054
1958,116493.30550178426
107,150504.84049896075
2295,225835.2480691729
704,95246.24937778193
676,134353.34308325785
259,189911.79725872405
93,296175.4237100217
106,223215.44248519035
2315,181251.68490899517
1050,104038.01886925189
1095,198602.82336026774
2709,157802.98734980088
758,75414.54631318827
1496,141641.48446762742
2370,132438.1069712534
2458,281873.4762211161
2733,141475.14908514416
161,290897.159894393
726,140074.09257327206
845,190603.40124697366
947,232501.52605092706
2232,101184.88651011739
2563,159737.6186159397
2299,172740.1770972216
211,77908.42392525153
605,161519.95099637134
1478,198029.98479922517
2247,307439.8808453932
2274,221561.08451761788
2869,228066.07594974135
967,209236.4756767262
2656,112338.91737321642
667,195211.829346966
1042,118857.3706218935
2023,163413.8341901832
2447,386522.63734621106
2055,111912.52810373931
2275,263245.4637184737
2204,153647.81068421458
1563,267013.9118022533
483,258160.5456511841
796,111893.28196403722
1526,176348.66993960115
2042,138386.0440256531
442,380604.3615211045
1693,320931.57510835194
1468,205768.03876293817
1430,189400.93926596612
2605,192490.66793830157
1529,202964.43754875002
335,174818.70323422266
1287,111462.85525514348
31,104573.04778946715
1785,276754.82058920135
82,144966.71943509218
2620,144283.17165757978
252,226943.15896179253
721,28892.274834857846
2165,184655.96533467434
2316,180098.67831845937
775,134338.9533877083
1558,102678.77534009394
17,210739.3355938574
1022,218656.39153948455
